space,time,day,poi,tid,label
37.42958315 -122.25509225,952,Tuesday,29217,66282,4390
37.4701236667 -122.4349136167,1052,Tuesday,139310,66282,4390
37.46443525 -122.4291466667,153,Wednesday,184254,66282,4390
37.4701236667 -122.4349136167,970,Wednesday,139310,66282,4390
37.6291907333 -122.3999623333,1053,Wednesday,215067,66282,4390
37.6136224215 -122.3850543792,1157,Wednesday,132740,66282,4390
33.4357390069 -112.0011520386,1276,Wednesday,23524,66282,4390
33.5094026 -112.0277288,141,Thursday,27747,66282,4390
33.4972061667 -112.0197982333,911,Thursday,159615,66282,4390
33.50829285 -112.0121304333,1064,Thursday,169367,66282,4390
33.5101456167 -112.0290028833,1325,Thursday,31292,66282,4390
33.4972061667 -112.0197982333,884,Friday,159615,66283,4390
33.5318194833 -112.1050425333,917,Saturday,42688,66283,4390
33.5021317 -111.9958090667,1059,Sunday,10267,66283,4390
33.5085286667 -112.0285152833,952,Monday,163770,66283,4390
33.5101456167 -112.0290028833,1357,Monday,31292,66283,4390
33.5085286667 -112.0285152833,935,Tuesday,163770,66283,4390
33.2905938167 -111.8378519833,1003,Wednesday,83210,66283,4390
33.29982155 -111.8418986333,1073,Wednesday,475384,66283,4390
33.30456865 -111.8739587,1225,Wednesday,102291,66283,4390
33.29982155 -111.8418986333,1341,Wednesday,475384,66283,4390
33.4972061667 -112.0197982333,925,Thursday,159615,66283,4390
33.4800454833 -112.0133137833,1026,Thursday,380823,66283,4390
33.3550281712 -111.7893768847,1146,Thursday,119257,66283,4390
33.5094026 -112.0277288,150,Friday,27747,66284,4390
33.4902335667 -112.0283540667,281,Friday,157625,66284,4390
33.4972061667 -112.0197982333,838,Friday,159615,66284,4390
33.50829285 -112.0121304333,1075,Friday,169367,66284,4390
33.52639515 -111.9245978167,1199,Friday,268825,66284,4390
33.51074935 -112.028528,1404,Friday,75253,66284,4390
33.5318194833 -112.1050425333,892,Saturday,42688,66284,4390
33.4902335667 -112.0283540667,1311,Saturday,157625,66284,4390
33.5104469418 -111.9959343719,125,Sunday,86534,66284,4390
33.4972061667 -112.0197982333,906,Sunday,159615,66284,4390
33.50829285 -112.0121304333,979,Sunday,169367,66284,4390
33.5094026 -112.0277288,118,Monday,27747,66284,4390
33.50829285 -112.0121304333,1066,Monday,169367,66284,4390
33.4972061667 -112.0197982333,919,Tuesday,159615,66284,4390
33.2905938167 -111.8378519833,998,Tuesday,83210,66284,4390
33.29982155 -111.8418986333,1090,Tuesday,475384,66284,4390
33.4902335667 -112.0283540667,1285,Tuesday,157625,66284,4390
33.4800454833 -112.0133137833,917,Wednesday,380823,66284,4390
33.50829285 -112.0121304333,40,Thursday,169367,66284,4390
33.5085286667 -112.0285152833,892,Thursday,163770,66284,4390
33.5252503403 -112.0248088774,961,Thursday,19218,66284,4390
33.50829285 -112.0121304333,1121,Saturday,169367,66285,4390
33.4531091729 -112.073271254,1300,Saturday,440152,66285,4390
33.6007315 -111.9797013,160,Sunday,443254,66285,4390
33.5085286667 -112.0285152833,925,Sunday,163770,66285,4390
33.51272105 -112.0740222833,1063,Sunday,10327,66285,4390
33.4972061667 -112.0197982333,906,Monday,159615,66285,4390
33.51074935 -112.028528,953,Monday,75253,66285,4390
33.53097665 -111.97362834,1139,Monday,451997,66285,4390
33.51074935 -112.028528,19,Tuesday,75253,66285,4390
33.29982155 -111.8418986333,1043,Tuesday,475384,66285,4390
33.2905938167 -111.8378519833,1210,Tuesday,83210,66285,4390
33.51074935 -112.028528,1319,Tuesday,75253,66285,4390
33.4324845 -111.8444816,71,Wednesday,458852,66285,4390
33.4800454833 -112.0133137833,925,Wednesday,380823,66285,4390
33.4324845 -111.8444816,986,Wednesday,458852,66285,4390
33.29982155 -111.8418986333,1130,Wednesday,475384,66285,4390
33.3550281712 -111.7893768847,1261,Wednesday,119257,66285,4390
33.4972061667 -112.0197982333,907,Thursday,159615,66285,4390
33.5085286667 -112.0285152833,944,Thursday,163770,66285,4390
33.50829285 -112.0121304333,1117,Thursday,169367,66285,4390
33.5085286667 -112.0285152833,917,Friday,163770,66287,4390
33.50829285 -112.0121304333,953,Friday,169367,66287,4390
37.6163560649 -122.3861503601,1268,Friday,19542,66287,4390
37.7565550667 -122.4211692667,1350,Friday,11559,66287,4390
37.51047575 -122.4834904667,96,Saturday,180152,66287,4390
37.4691180167 -122.4355175833,972,Saturday,28533,66287,4390
37.4536053667 -122.1827463,1408,Saturday,21306,66287,4390
37.4701236667 -122.4349136167,990,Sunday,139310,66287,4390
37.4673156 -122.4288162167,1009,Sunday,186058,66287,4390
37.4688055833 -122.4326740667,1084,Sunday,27826,66287,4390
37.4690326737 -122.4322379608,1166,Sunday,298880,66287,4390
37.5952409648 -122.5036937931,931,Monday,166667,66287,4390
37.6141838226 -122.389690876,151,Tuesday,150714,66287,4390
33.4349173783 -111.9947841838,339,Tuesday,434018,66287,4390
33.5085286667 -112.0285152833,996,Tuesday,163770,66287,4390
33.3305551413 -111.7882061005,57,Wednesday,473175,66287,4390
33.4800454833 -112.0133137833,934,Wednesday,380823,66287,4390
33.4324845 -111.8444816,1030,Wednesday,458852,66287,4390
33.5085286667 -112.0285152833,930,Thursday,163770,66287,4390
33.50829285 -112.0121304333,992,Thursday,169367,66287,4390
33.5094026 -112.0277288,148,Friday,27747,66288,4390
33.4972061667 -112.0197982333,879,Friday,159615,66288,4390
33.5085286667 -112.0285152833,938,Friday,163770,66288,4390
33.50829285 -112.0121304333,1010,Friday,169367,66288,4390
33.5318194833 -112.1050425333,926,Saturday,42688,66288,4390
33.50829285 -112.0121304333,1021,Saturday,169367,66288,4390
33.5104469418 -111.9959343719,157,Sunday,86534,66288,4390
33.50829285 -112.0121304333,972,Sunday,169367,66288,4390
33.5021317 -111.9958090667,1097,Sunday,10267,66288,4390
33.4972061667 -112.0197982333,886,Monday,159615,66288,4390
33.4972061667 -112.0197982333,909,Tuesday,159615,66288,4390
33.5085286667 -112.0285152833,934,Tuesday,163770,66288,4390
33.3305551413 -111.7882061005,120,Wednesday,473175,66288,4390
33.4324845 -111.8444816,1133,Wednesday,458852,66288,4390
33.5086568167 -112.04596355,1017,Thursday,175931,66288,4390
33.29982155 -111.8418986333,1362,Thursday,475384,66288,4390
33.4972061667 -112.0197982333,904,Friday,159615,66289,4390
33.5085286667 -112.0285152833,1007,Friday,163770,66289,4390
33.50829285 -112.0121304333,1078,Friday,169367,66289,4390
33.5085286667 -112.0285152833,920,Saturday,163770,66289,4390
37.6163560649 -122.3861503601,38,Sunday,19542,66289,4390
37.6480019667 -122.4905691,1107,Sunday,242009,66289,4390
37.4688055833 -122.4326740667,1317,Sunday,27826,66289,4390
37.5952409648 -122.5036937931,928,Monday,166667,66289,4390
38.4408985667 -122.7126809833,1307,Monday,132738,66289,4390
37.60343807 -122.38081377,14,Tuesday,336905,66289,4390
33.4357390069 -112.0011520386,168,Tuesday,23524,66289,4390
33.4800454833 -112.0133137833,905,Tuesday,380823,66289,4390
33.5021317 -111.9958090667,1001,Tuesday,10267,66289,4390
33.50829285 -112.0121304333,1151,Tuesday,169367,66289,4390
33.3305551413 -111.7882061005,64,Wednesday,473175,66289,4390
33.4800454833 -112.0133137833,941,Wednesday,380823,66289,4390
33.29982155 -111.8418986333,1167,Wednesday,475384,66289,4390
33.5094026 -112.0277288,152,Thursday,27747,66289,4390
33.5085286667 -112.0285152833,919,Thursday,163770,66289,4390
33.4972061667 -112.0197982333,872,Friday,159615,66290,4390
33.5085286667 -112.0285152833,914,Friday,163770,66290,4390
33.4492849906 -112.0728616985,1287,Friday,610581,66290,4390
33.5066333 -112.073925,73,Saturday,43498,66290,4390
33.5318194833 -112.1050425333,885,Saturday,42688,66290,4390
33.52330785 -112.0469762833,924,Saturday,62618,66290,4390
33.50829285 -112.0121304333,1078,Saturday,169367,66290,4390
33.5085286667 -112.0285152833,931,Sunday,163770,66290,4390
33.50829285 -112.0121304333,952,Sunday,169367,66290,4390
33.6007315 -111.9797013,114,Monday,443254,66290,4390
33.5085286667 -112.0285152833,944,Monday,163770,66290,4390
33.50829285 -112.0121304333,1039,Monday,169367,66290,4390
33.5094026 -112.0277288,1121,Monday,27747,66290,4390
33.5085286667 -112.0285152833,906,Tuesday,163770,66290,4390
33.5094026 -112.0277288,179,Wednesday,27747,66290,4390
33.4324845 -111.8444816,1049,Wednesday,458852,66290,4390
33.29982155 -111.8418986333,1170,Wednesday,475384,66290,4390
33.3546910333 -111.7898607333,1211,Wednesday,35084,66290,4390
33.5085286667 -112.0285152833,879,Thursday,163770,66290,4390
33.29982155 -111.8418986333,1034,Friday,475384,66291,4390
33.50829285 -112.0121304333,1211,Friday,169367,66291,4390
33.5085286667 -112.0285152833,1069,Saturday,163770,66291,4390
33.50829285 -112.0121304333,1248,Saturday,169367,66291,4390
33.51007675 -112.0278367833,1396,Saturday,279677,66291,4390
33.5104469418 -111.9959343719,138,Sunday,86534,66291,4390
33.5085286667 -112.0285152833,918,Tuesday,163770,66291,4390
33.50829285 -112.0121304333,1055,Tuesday,169367,66291,4390
33.4216574167 -111.95127745,1192,Wednesday,439946,66291,4390
33.5085286667 -112.0285152833,915,Thursday,163770,66291,4390
33.50829285 -112.0121304333,1082,Thursday,169367,66291,4390
30.2490698167 -97.7500471473,74,Friday,12344,66292,4390
30.25390945 -97.73726045,194,Friday,35390,66292,4390
30.2636079743 -97.7395677567,914,Friday,681993,66292,4390
30.2653583743 -97.7402056668,978,Friday,25916,66292,4390
30.3024368876 -97.7858304977,1116,Friday,670484,66292,4390
30.2680373406 -97.7493202686,1321,Friday,9371,66292,4390
30.2636079743 -97.7395677567,1425,Friday,9246,66292,4390
30.2657278333 -97.7435846833,84,Saturday,29293,66292,4390
30.2682597302 -97.7429580688,983,Saturday,28283,66292,4390
30.265294493 -97.7385485172,1014,Saturday,9247,66292,4390
30.26778245 -97.7408176333,1244,Saturday,346303,66292,4390
30.2663323362 -97.7448141575,1435,Saturday,9251,66292,4390
30.2687137743 -97.7360165119,110,Sunday,702472,66292,4390
30.2682597302 -97.7429580688,958,Sunday,28283,66292,4390
30.265294493 -97.7385485172,1004,Sunday,9247,66292,4390
30.2636079743 -97.7395677567,1170,Sunday,9246,66292,4390
30.2642844386 -97.7392995358,1239,Sunday,694184,66292,4390
30.2636916202 -97.7382301189,1321,Sunday,710421,66292,4390
30.2645797809 -97.7388015919,1340,Sunday,701133,66292,4390
30.265294493 -97.7385485172,20,Monday,9247,66292,4390
30.2685191842 -97.7361774445,53,Monday,9227,66292,4390
30.2675137962 -97.741265595,174,Monday,9221,66292,4390
30.2682597302 -97.7429580688,885,Monday,28283,66292,4390
30.26809918 -97.76928192,966,Monday,715136,66292,4390
33.4972061667 -112.0197982333,898,Tuesday,159615,66292,4390
33.5094026 -112.0277288,124,Thursday,27747,66292,4390
33.50829285 -112.0121304333,1010,Thursday,169367,66292,4390
33.5094026 -112.0277288,158,Friday,27747,66293,4390
33.5085286667 -112.0285152833,909,Friday,163770,66293,4390
33.50829285 -112.0121304333,1084,Saturday,169367,66293,4390
33.5112626631 -112.0136511326,1185,Saturday,279301,66293,4390
33.4972061667 -112.0197982333,895,Sunday,159615,66293,4390
33.5085286667 -112.0285152833,912,Sunday,163770,66293,4390
33.8231536266 -116.507563591,1081,Sunday,161123,66293,4390
33.75144547 -116.37057518,1247,Sunday,600800,66293,4390
33.4902335667 -112.0283540667,1387,Tuesday,157625,66293,4390
33.4972061667 -112.0197982333,885,Wednesday,159615,66293,4390
33.5094026 -112.0277288,141,Thursday,27747,66293,4390
33.4972061667 -112.0197982333,914,Thursday,159615,66293,4390
33.5085286667 -112.0285152833,931,Thursday,163770,66293,4390
33.50829285 -112.0121304333,1065,Thursday,169367,66293,4390
33.4990615845 -111.9244003296,127,Friday,172199,66294,4390
33.5085286667 -112.0285152833,895,Friday,163770,66294,4390
33.51074935 -112.028528,14,Saturday,75253,66294,4390
33.5318194833 -112.1050425333,925,Saturday,42688,66294,4390
33.52330785 -112.0469762833,936,Saturday,62618,66294,4390
33.50829285 -112.0121304333,1028,Saturday,169367,66294,4390
33.5085286667 -112.0285152833,906,Sunday,163770,66294,4390
33.50829285 -112.0121304333,1009,Sunday,169367,66294,4390
33.4948043 -112.0019699833,1132,Sunday,627104,66294,4390
33.4972061667 -112.0197982333,902,Monday,159615,66294,4390
33.48302685 -112.0747235,1048,Monday,64520,66294,4390
33.5085286667 -112.0285152833,1211,Monday,163770,66294,4390
33.4228056952 -111.9400316714,42,Tuesday,415687,66294,4390
33.5085286667 -112.0285152833,908,Tuesday,163770,66294,4390
33.50829285 -112.0121304333,1046,Tuesday,169367,66294,4390
33.3305551413 -111.7882061005,100,Wednesday,473175,66294,4390
33.4972061667 -112.0197982333,896,Wednesday,159615,66294,4390
33.4800454833 -112.0133137833,943,Wednesday,380823,66294,4390
33.4324845 -111.8444816,1114,Wednesday,458852,66294,4390
33.3051471853 -111.9008481503,1238,Wednesday,474134,66294,4390
33.5094026 -112.0277288,124,Thursday,27747,66294,4390
33.4972061667 -112.0197982333,903,Thursday,159615,66294,4390
33.5085286667 -112.0285152833,912,Thursday,163770,66294,4390
33.50829285 -112.0121304333,1004,Thursday,169367,66294,4390
33.5094026 -112.0277288,132,Friday,27747,66295,4390
33.50829285 -112.0121304333,938,Friday,169367,66295,4390
33.50829285 -112.0121304333,1054,Saturday,169367,66295,4390
33.4948043 -112.0019699833,1188,Saturday,627104,66295,4390
33.52330785 -112.0469762833,932,Sunday,62618,66295,4390
33.4972061667 -112.0197982333,877,Monday,159615,66295,4390
33.5085286667 -112.0285152833,887,Monday,163770,66295,4390
33.5021317 -111.9958090667,981,Monday,10267,66295,4390
33.3550281712 -111.7893768847,1190,Monday,119257,66295,4390
33.29982155 -111.8418986333,1299,Monday,475384,66295,4390
33.4228056952 -111.9400316714,40,Tuesday,415687,66295,4390
33.4972061667 -112.0197982333,872,Tuesday,159615,66295,4390
33.5085286667 -112.0285152833,878,Tuesday,163770,66295,4390
33.50829285 -112.0121304333,1037,Tuesday,169367,66295,4390
33.29982155 -111.8418986333,1237,Tuesday,475384,66295,4390
33.3305551413 -111.7882061005,29,Wednesday,473175,66295,4390
33.29982155 -111.8418986333,1172,Wednesday,475384,66295,4390
33.3550281712 -111.7893768847,1220,Wednesday,119257,66295,4390
33.4902335667 -112.0283540667,214,Thursday,157625,66295,4390
33.4972061667 -112.0197982333,891,Thursday,159615,66295,4390
33.5085286667 -112.0285152833,902,Thursday,163770,66295,4390
33.4972061667 -112.0197982333,870,Friday,159615,66297,4390
33.5085286667 -112.0285152833,880,Friday,163770,66297,4390
33.5094026 -112.0277288,136,Saturday,27747,66297,4390
33.52330785 -112.0469762833,891,Saturday,62618,66297,4390
33.4954379167 -111.9881904667,1099,Saturday,962412,66297,4390
33.5105262 -112.0278927333,104,Sunday,749398,66297,4390
33.5085286667 -112.0285152833,883,Sunday,163770,66297,4390
33.53097665 -111.97362834,1166,Sunday,451997,66297,4390
33.5094026 -112.0277288,131,Monday,27747,66297,4390
33.4972061667 -112.0197982333,861,Monday,159615,66297,4390
33.5085286667 -112.0285152833,869,Monday,163770,66297,4390
33.5006191833 -112.074055,972,Monday,53629,66297,4390
33.50829285 -112.0121304333,1339,Monday,169367,66297,4390
33.4357390069 -112.0011520386,777,Tuesday,23524,66297,4390
37.6163560649 -122.3861503601,971,Tuesday,19542,66297,4390
37.51047575 -122.4834904667,228,Wednesday,180152,66297,4390
37.4701236667 -122.4349136167,947,Wednesday,139310,66297,4390
37.7513158645 -122.4318983585,1156,Wednesday,18446,66297,4390
37.76779025 -122.4067902833,74,Thursday,372403,66297,4390
37.4701236667 -122.4349136167,876,Thursday,139310,66297,4390
37.4688055833 -122.4326740667,996,Thursday,27826,66297,4390
37.4673156 -122.4288162167,1173,Thursday,186058,66297,4390
33.4972061667 -112.0197982333,846,Friday,159615,66299,4390
33.5085286667 -112.0285152833,869,Friday,163770,66299,4390
33.4357390069 -112.0011520386,796,Saturday,23524,66299,4390
37.6163560649 -122.3861503601,949,Saturday,19542,66299,4390
37.7682831 -122.39282775,1021,Saturday,1046372,66299,4390
37.6133560422 -122.3849487305,1433,Saturday,133063,66299,4390
33.4357390069 -112.0011520386,175,Sunday,23524,66299,4390
33.5318194833 -112.1050425333,890,Sunday,42688,66299,4390
33.5021317 -111.9958090667,1167,Sunday,10267,66299,4390
33.6007315 -111.9797013,127,Monday,443254,66299,4390
33.4972061667 -112.0197982333,864,Monday,159615,66299,4390
33.50829285 -112.0121304333,1020,Monday,169367,66299,4390
33.4972061667 -112.0197982333,846,Tuesday,159615,66299,4390
33.5085286667 -112.0285152833,872,Tuesday,163770,66299,4390
33.4948043 -112.0019699833,1056,Tuesday,627104,66299,4390
33.4800454833 -112.0133137833,933,Wednesday,380823,66299,4390
33.29982155 -111.8418986333,1155,Wednesday,475384,66299,4390
33.3546910333 -111.7898607333,1234,Wednesday,35084,66299,4390
33.50829285 -112.0121304333,1141,Thursday,169367,66299,4390
37.6163560649 -122.3861503601,1058,Friday,19542,66304,4390
37.51047575 -122.4834904667,1180,Friday,180152,66304,4390
37.5039446333 -122.48586415,136,Saturday,9931,66304,4390
37.4701236667 -122.4349136167,958,Saturday,139310,66304,4390
37.5388968493 -122.3004462239,1372,Saturday,519597,66304,4390
37.5047454833 -122.4831983333,126,Sunday,770430,66304,4390
37.4701236667 -122.4349136167,949,Sunday,139310,66304,4390
37.6163560649 -122.3861503601,11,Monday,19542,66304,4390
33.6007315 -111.9797013,134,Tuesday,443254,66304,4390
33.4972061667 -112.0197982333,817,Tuesday,159615,66304,4390
33.5085286667 -112.0285152833,874,Tuesday,163770,66304,4390
33.29982155 -111.8418986333,1223,Tuesday,475384,66304,4390
33.5085286667 -112.0285152833,866,Wednesday,163770,66304,4390
33.4324845 -111.8444816,1053,Wednesday,458852,66304,4390
33.4972061667 -112.0197982333,839,Thursday,159615,66304,4390
33.50829285 -112.0121304333,1010,Thursday,169367,66304,4390
33.50829285 -112.0121304333,1097,Friday,169367,66306,4390
33.5318194833 -112.1050425333,828,Saturday,42688,66306,4390
33.52330785 -112.0469762833,872,Saturday,62618,66306,4390
33.50829285 -112.0121304333,1038,Saturday,169367,66306,4390
33.5105262 -112.0278927333,153,Sunday,749398,66306,4390
33.5318194833 -112.1050425333,844,Sunday,42688,66306,4390
33.52330785 -112.0469762833,884,Sunday,62618,66306,4390
33.50829285 -112.0121304333,1059,Sunday,169367,66306,4390
33.4972061667 -112.0197982333,831,Monday,159615,66306,4390
33.50829285 -112.0121304333,877,Monday,169367,66306,4390
33.4357390069 -112.0011520386,1142,Monday,23524,66306,4390
33.6386325813 -84.4371414185,1391,Monday,14470,66306,4390
33.7862811684 -84.3875420094,772,Tuesday,60891,66306,4390
33.7918036277 -84.3888661463,1370,Tuesday,377990,66306,4390
33.6406633167 -84.4451889667,1246,Wednesday,339269,66306,4390
33.54236173 -112.00701713,192,Thursday,1319067,66306,4390
33.5085286667 -112.0285152833,831,Thursday,163770,66306,4390
33.51074935 -112.028528,1023,Thursday,75253,66306,4390
37.5039446333 -122.48586415,101,Friday,9931,66308,4390
37.4701236667 -122.4349136167,896,Friday,139310,66308,4390
37.4212747093 -122.0849030023,1020,Friday,792444,66308,4390
37.4955647333 -122.4624475833,69,Saturday,725997,66308,4390
